2021-04-05 20:09:30,439 :: plutusLogger | INFO | Adding index: inflation_index
2021-04-05 20:09:30,481 :: plutusLogger | DEBUG | [STEP 12] Share "rado_O2_share" value: 53500.00000000004
2021-04-05 20:09:30,481 :: plutusLogger | INFO | [STEP 12] Not a dividend month for share "rado_O2_share"
2021-04-05 20:09:30,481 :: plutusLogger | DEBUG | [STEP 12] cash from the dividends of share "rado_O2_share": 0.00
2021-04-05 20:09:30,481 :: plutusLogger | INFO | [STEP 12] Total cash: 284135.77
2021-04-05 20:09:30,481 :: plutusLogger | DEBUG | [STEP 12] Expenditures from consumption: 50000.00
2021-04-05 20:09:30,481 :: plutusLogger | DEBUG | [STEP 12] Account "rado_current_account" monthly cost: 0.0
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG | [STEP 12] Expenditures from the current account: 0.00
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG | [STEP 12] Account "rado_saving_account" monthly cost: 0.0
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG | [STEP 12] Expenditures from the current account: 0.00
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG | [STEP 12] Real-estate monthly costs: 5166.666666666667
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG | [STEP 12] Expenditures from the real estate 5166.67
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG |  Derived number of monthly periods: 36.00
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG |  Derived monthly mortgage payment: 4298.90
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG | [STEP 12] Interest payment: 220.33044743168136
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG | [STEP 12] Principal payment: 4078.5685140267556
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG | [STEP 12] Outstanding amount: 125632.09811914049
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG | [STEP 12] Expenditures from mortgage: 4298.90
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG | [STEP 12] Real-estate monthly costs: 3166.6666666666665
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG | [STEP 12] Expenditures from the real estate 3166.67
2021-04-05 20:09:30,482 :: plutusLogger | INFO | [STEP 12] Total expenditures: 62632.23
2021-04-05 20:09:30,482 :: plutusLogger | INFO | [STEP 12] Free cash: 221503.54
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG | [STEP 12] All funds withdrawn! from account rado_current_account
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG | [STEP 12] Amount deposited: 221503.5406031244 to account "rado_current_account"
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG | [STEP 12] Discount factor: 0.9852
2021-04-05 20:09:30,482 :: plutusLogger | INFO | [STEP 12] Discounted free cash: 218230.09
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG | [STEP 12] Outstanding of account rado_current_account decreased by: 25000.00 
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG | [STEP 12] New outstanding value of account rado_current_account is: 196503.54 
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG | [STEP 12] Outstanding of account rado_saving_account increased by: 25000.00 
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG | [STEP 12] New outstanding value of account rado_saving_account is: 325000.00 
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG | [STEP 12] Real-estate price: 1979999.9999999993
2021-04-05 20:09:30,482 :: plutusLogger | DEBUG | [STEP 12] Real-estate price: 155905.5118110236
2021-04-05 20:09:30,483 :: plutusLogger | INFO | [STEP 12] Portfolio value: 2135905.51
2021-04-05 20:09:30,483 :: plutusLogger | INFO | 
2021-04-05 20:09:30,483 :: plutusLogger | INFO | >>>>>> Party Rado is living the step: 13 <<<<<<<
2021-04-05 20:09:30,483 :: plutusLogger | DEBUG | [STEP 13] Cash-flow from employee agreement: 100000.00
2021-04-05 20:09:30,483 :: plutusLogger | DEBUG | [STEP 13] cash from the employee contract "rado_employee_contract": 100000.00
2021-04-05 20:09:30,483 :: plutusLogger | DEBUG | [STEP 13] Account "rado_current_account" value: 196503.5406031244
2021-04-05 20:09:30,483 :: plutusLogger | DEBUG | [STEP 13] cash from PRIMARY current account "rado_current_account": 196503.54
2021-04-05 20:09:30,483 :: plutusLogger | DEBUG | [STEP 13] Account "rado_saving_account" value: 325000.0
2021-04-05 20:09:30,483 :: plutusLogger | DEBUG | [STEP 13] Cash-flow from rental agreement (renter): 10000.00
2021-04-05 20:09:30,483 :: plutusLogger | DEBUG | [STEP 13] cash from the rental agreement "rado_rent_from_inherited_flat": 10000.00
2021-04-05 20:09:30,483 :: plutusLogger | DEBUG | [STEP 13] Share "rado_O2_share" value: 53791.66666666671
2021-04-05 20:09:30,483 :: plutusLogger | INFO | [STEP 13] Not a dividend month for share "rado_O2_share"
2021-04-05 20:09:30,483 :: plutusLogger | DEBUG | [STEP 13] cash from the dividends of share "rado_O2_share": 0.00
2021-04-05 20:09:30,483 :: plutusLogger | INFO | [STEP 13] Total cash: 306503.54
2021-04-05 20:09:30,483 :: plutusLogger | DEBUG | [STEP 13] Expenditures from consumption: 50000.00
2021-04-05 20:09:30,483 :: plutusLogger | DEBUG | [STEP 13] Account "rado_current_account" monthly cost: 0.0
2021-04-05 20:09:30,483 :: plutusLogger | DEBUG | [STEP 13] Expenditures from the current account: 0.00
2021-04-05 20:09:30,483 :: plutusLogger | DEBUG | [STEP 13] Account "rado_saving_account" monthly cost: 0.0
2021-04-05 20:09:30,483 :: plutusLogger | DEBUG | [STEP 13] Expenditures from the current account: 0.00
2021-04-05 20:09:30,483 :: plutusLogger | DEBUG | [STEP 13] Real-estate monthly costs: 5166.666666666667
2021-04-05 20:09:30,483 :: plutusLogger | DEBUG | [STEP 13] Expenditures from the real estate 5166.67
2021-04-05 20:09:30,483 :: plutusLogger | DEBUG |  Derived number of monthly periods: 36.00
2021-04-05 20:09:30,483 :: plutusLogger | DEBUG |  Derived monthly mortgage payment: 4298.90
2021-04-05 20:09:30,483 :: plutusLogger | DEBUG | [STEP 13] Interest payment: 213.40246803799207
2021-04-05 20:09:30,483 :: plutusLogger | DEBUG | [STEP 13] Principal payment: 4085.496493420445
2021-04-05 20:09:30,483 :: plutusLogger | DEBUG | [STEP 13] Outstanding amount: 121546.60162572004
2021-04-05 20:09:30,484 :: plutusLogger | DEBUG | [STEP 13] Expenditures from mortgage: 4298.90
2021-04-05 20:09:30,484 :: plutusLogger | DEBUG | [STEP 13] Real-estate monthly costs: 3166.6666666666665
2021-04-05 20:09:30,484 :: plutusLogger | DEBUG | [STEP 13] Expenditures from the real estate 3166.67
2021-04-05 20:09:30,484 :: plutusLogger | INFO | [STEP 13] Total expenditures: 62632.23
2021-04-05 20:09:30,484 :: plutusLogger | INFO | [STEP 13] Free cash: 243871.31
2021-04-05 20:09:30,484 :: plutusLogger | DEBUG | [STEP 13] All funds withdrawn! from account rado_current_account
2021-04-05 20:09:30,484 :: plutusLogger | DEBUG | [STEP 13] Amount deposited: 243871.30830833266 to account "rado_current_account"
2021-04-05 20:09:30,484 :: plutusLogger | DEBUG | [STEP 13] Discount factor: 0.9840
2021-04-05 20:09:30,484 :: plutusLogger | INFO | [STEP 13] Discounted free cash: 239969.38
2021-04-05 20:09:30,484 :: plutusLogger | DEBUG | [STEP 13] Outstanding of account rado_current_account decreased by: 25000.00 
2021-04-05 20:09:30,484 :: plutusLogger | DEBUG | [STEP 13] New outstanding value of account rado_current_account is: 218871.31 
2021-04-05 20:09:30,484 :: plutusLogger | DEBUG | [STEP 13] Outstanding of account rado_saving_account increased by: 25000.00 
2021-04-05 20:09:30,484 :: plutusLogger | DEBUG | [STEP 13] New outstanding value of account rado_saving_account is: 350000.00 
2021-04-05 20:09:30,484 :: plutusLogger | DEBUG | [STEP 13] Real-estate price: 1994999.9999999993
2021-04-05 20:09:30,484 :: plutusLogger | DEBUG | [STEP 13] Real-estate price: 157086.61417322833
2021-04-05 20:09:30,484 :: plutusLogger | INFO | [STEP 13] Portfolio value: 2152086.61
2021-04-05 20:09:30,484 :: plutusLogger | INFO | 
2021-04-05 20:09:30,484 :: plutusLogger | INFO | >>>>>> Party Rado is living the step: 14 <<<<<<<
2021-04-05 20:09:30,484 :: plutusLogger | DEBUG | [STEP 14] Cash-flow from employee agreement: 100000.00
2021-04-05 20:09:30,484 :: plutusLogger | DEBUG | [STEP 14] cash from the employee contract "rado_employee_contract": 100000.00
2021-04-05 20:09:30,484 :: plutusLogger | DEBUG | [STEP 14] Account "rado_current_account" value: 218871.30830833266
2021-04-05 20:09:30,484 :: plutusLogger | DEBUG | [STEP 14] cash from PRIMARY current account "rado_current_account": 218871.31
2021-04-05 20:09:30,484 :: plutusLogger | DEBUG | [STEP 14] Account "rado_saving_account" value: 350000.0
2021-04-05 20:09:30,484 :: plutusLogger | DEBUG | [STEP 14] Cash-flow from rental agreement (renter): 10000.00
2021-04-05 20:09:30,484 :: plutusLogger | DEBUG | [STEP 14] cash from the rental agreement "rado_rent_from_inherited_flat": 10000.00
2021-04-05 20:09:30,484 :: plutusLogger | DEBUG | [STEP 14] Share "rado_O2_share" value: 54083.33333333338
2021-04-05 20:09:30,484 :: plutusLogger | INFO | [STEP 14] Not a dividend month for share "rado_O2_share"
2021-04-05 20:09:30,484 :: plutusLogger | DEBUG | [STEP 14] cash from the dividends of share "rado_O2_share": 0.00
2021-04-05 20:09:30,485 :: plutusLogger | INFO | [STEP 14] Total cash: 328871.31
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG | [STEP 14] Expenditures from consumption: 50000.00
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG | [STEP 14] Account "rado_current_account" monthly cost: 0.0
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG | [STEP 14] Expenditures from the current account: 0.00
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG | [STEP 14] Account "rado_saving_account" monthly cost: 0.0
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG | [STEP 14] Expenditures from the current account: 0.00
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG | [STEP 14] Real-estate monthly costs: 5166.666666666667
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG | [STEP 14] Expenditures from the real estate 5166.67
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG |  Derived number of monthly periods: 36.00
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG |  Derived monthly mortgage payment: 4298.90
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG | [STEP 14] Interest payment: 206.46272056971625
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG | [STEP 14] Principal payment: 4092.436240888721
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG | [STEP 14] Outstanding amount: 117454.16538483131
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG | [STEP 14] Expenditures from mortgage: 4298.90
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG | [STEP 14] Real-estate monthly costs: 3166.6666666666665
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG | [STEP 14] Expenditures from the real estate 3166.67
2021-04-05 20:09:30,485 :: plutusLogger | INFO | [STEP 14] Total expenditures: 62632.23
2021-04-05 20:09:30,485 :: plutusLogger | INFO | [STEP 14] Free cash: 266239.08
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG | [STEP 14] All funds withdrawn! from account rado_current_account
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG | [STEP 14] Amount deposited: 266239.0760135409 to account "rado_current_account"
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG | [STEP 14] Discount factor: 0.9828
2021-04-05 20:09:30,485 :: plutusLogger | INFO | [STEP 14] Discounted free cash: 261654.42
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG | [STEP 14] Outstanding of account rado_current_account decreased by: 25000.00 
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG | [STEP 14] New outstanding value of account rado_current_account is: 241239.08 
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG | [STEP 14] Outstanding of account rado_saving_account increased by: 25000.00 
2021-04-05 20:09:30,485 :: plutusLogger | DEBUG | [STEP 14] New outstanding value of account rado_saving_account is: 375000.00 
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG | [STEP 14] Real-estate price: 2009999.9999999993
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG | [STEP 14] Real-estate price: 158267.71653543305
2021-04-05 20:09:30,486 :: plutusLogger | INFO | [STEP 14] Portfolio value: 2168267.72
2021-04-05 20:09:30,486 :: plutusLogger | INFO | 
2021-04-05 20:09:30,486 :: plutusLogger | INFO | >>>>>> Party Rado is living the step: 15 <<<<<<<
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG | [STEP 15] Cash-flow from employee agreement: 100000.00
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG | [STEP 15] cash from the employee contract "rado_employee_contract": 100000.00
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG | [STEP 15] Account "rado_current_account" value: 241239.0760135409
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG | [STEP 15] cash from PRIMARY current account "rado_current_account": 241239.08
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG | [STEP 15] Account "rado_saving_account" value: 375000.0
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG | [STEP 15] Cash-flow from rental agreement (renter): 10000.00
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG | [STEP 15] cash from the rental agreement "rado_rent_from_inherited_flat": 10000.00
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG | [STEP 15] Share "rado_O2_share" value: 54375.00000000005
2021-04-05 20:09:30,486 :: plutusLogger | INFO | [STEP 15] Not a dividend month for share "rado_O2_share"
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG | [STEP 15] cash from the dividends of share "rado_O2_share": 0.00
2021-04-05 20:09:30,486 :: plutusLogger | INFO | [STEP 15] Total cash: 351239.08
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG | [STEP 15] Expenditures from consumption: 50000.00
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG | [STEP 15] Account "rado_current_account" monthly cost: 0.0
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG | [STEP 15] Expenditures from the current account: 0.00
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG | [STEP 15] Account "rado_saving_account" monthly cost: 0.0
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG | [STEP 15] Expenditures from the current account: 0.00
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG | [STEP 15] Real-estate monthly costs: 5166.666666666667
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG | [STEP 15] Expenditures from the real estate 5166.67
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG |  Derived number of monthly periods: 36.00
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG |  Derived monthly mortgage payment: 4298.90
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG | [STEP 15] Interest payment: 199.5111850372477
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG | [STEP 15] Principal payment: 4099.387776421189
2021-04-05 20:09:30,486 :: plutusLogger | DEBUG | [STEP 15] Outstanding amount: 113354.77760841012
2021-04-05 20:09:30,487 :: plutusLogger | DEBUG | [STEP 15] Expenditures from mortgage: 4298.90
2021-04-05 20:09:30,487 :: plutusLogger | DEBUG | [STEP 15] Real-estate monthly costs: 3166.6666666666665
2021-04-05 20:09:30,487 :: plutusLogger | DEBUG | [STEP 15] Expenditures from the real estate 3166.67
2021-04-05 20:09:30,487 :: plutusLogger | INFO | [STEP 15] Total expenditures: 62632.23
2021-04-05 20:09:30,487 :: plutusLogger | INFO | [STEP 15] Free cash: 288606.84
2021-04-05 20:09:30,487 :: plutusLogger | DEBUG | [STEP 15] All funds withdrawn! from account rado_current_account
2021-04-05 20:09:30,487 :: plutusLogger | DEBUG | [STEP 15] Amount deposited: 288606.8437187491 to account "rado_current_account"
2021-04-05 20:09:30,487 :: plutusLogger | DEBUG | [STEP 15] Discount factor: 0.9816
2021-04-05 20:09:30,487 :: plutusLogger | INFO | [STEP 15] Discounted free cash: 283285.32
2021-04-05 20:09:30,487 :: plutusLogger | DEBUG | [STEP 15] Outstanding of account rado_current_account decreased by: 25000.00 
2021-04-05 20:09:30,487 :: plutusLogger | DEBUG | [STEP 15] New outstanding value of account rado_current_account is: 263606.84 
2021-04-05 20:09:30,487 :: plutusLogger | DEBUG | [STEP 15] Outstanding of account rado_saving_account increased by: 25000.00 
2021-04-05 20:09:30,487 :: plutusLogger | DEBUG | [STEP 15] New outstanding value of account rado_saving_account is: 400000.00 
2021-04-05 20:09:30,487 :: plutusLogger | DEBUG | [STEP 15] Real-estate price: 2024999.999999999
2021-04-05 20:09:30,487 :: plutusLogger | DEBUG | [STEP 15] Real-estate price: 159448.81889763777
2021-04-05 20:09:30,487 :: plutusLogger | INFO | [STEP 15] Portfolio value: 2184448.82
2021-04-05 20:09:30,487 :: plutusLogger | INFO | 
2021-04-05 20:09:30,487 :: plutusLogger | INFO | >>>>>> Party Rado is living the step: 16 <<<<<<<
2021-04-05 20:09:30,487 :: plutusLogger | DEBUG | [STEP 16] Cash-flow from employee agreement: 100000.00
2021-04-05 20:09:30,487 :: plutusLogger | DEBUG | [STEP 16] cash from the employee contract "rado_employee_contract": 100000.00
2021-04-05 20:09:30,487 :: plutusLogger | DEBUG | [STEP 16] Account "rado_current_account" value: 263606.8437187491
2021-04-05 20:09:30,487 :: plutusLogger | DEBUG | [STEP 16] cash from PRIMARY current account "rado_current_account": 263606.84
2021-04-05 20:09:30,487 :: plutusLogger | DEBUG | [STEP 16] Account "rado_saving_account" value: 400000.0
2021-04-05 20:09:30,487 :: plutusLogger | DEBUG | [STEP 16] Cash-flow from rental agreement (renter): 10000.00
2021-04-05 20:09:30,487 :: plutusLogger | DEBUG | [STEP 16] cash from the rental agreement "rado_rent_from_inherited_flat": 10000.00
2021-04-05 20:09:30,487 :: plutusLogger | DEBUG | [STEP 16] Share "rado_O2_share" value: 54666.666666666715
2021-04-05 20:09:30,487 :: plutusLogger | INFO | [STEP 16] Not a dividend month for share "rado_O2_share"
2021-04-05 20:09:30,487 :: plutusLogger | DEBUG | [STEP 16] cash from the dividends of share "rado_O2_share": 0.00
2021-04-05 20:09:30,487 :: plutusLogger | INFO | [STEP 16] Total cash: 373606.84
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] Expenditures from consumption: 50000.00
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] Account "rado_current_account" monthly cost: 0.0
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] Expenditures from the current account: 0.00
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] Account "rado_saving_account" monthly cost: 0.0
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] Expenditures from the current account: 0.00
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] Real-estate monthly costs: 5166.666666666667
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] Expenditures from the real estate 5166.67
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG |  Derived number of monthly periods: 36.00
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG |  Derived monthly mortgage payment: 4298.90
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] Interest payment: 192.5478414170254
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] Principal payment: 4106.351120041411
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] Outstanding amount: 109248.42648836871
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] Expenditures from mortgage: 4298.90
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] Real-estate monthly costs: 3166.6666666666665
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] Expenditures from the real estate 3166.67
2021-04-05 20:09:30,488 :: plutusLogger | INFO | [STEP 16] Total expenditures: 62632.23
2021-04-05 20:09:30,488 :: plutusLogger | INFO | [STEP 16] Free cash: 310974.61
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] All funds withdrawn! from account rado_current_account
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] Amount deposited: 310974.61142395734 to account "rado_current_account"
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] Discount factor: 0.9803
2021-04-05 20:09:30,488 :: plutusLogger | INFO | [STEP 16] Discounted free cash: 304862.18
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] Outstanding of account rado_current_account decreased by: 25000.00 
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] New outstanding value of account rado_current_account is: 285974.61 
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] Outstanding of account rado_saving_account increased by: 25000.00 
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] New outstanding value of account rado_saving_account is: 425000.00 
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] Real-estate price: 2039999.9999999988
2021-04-05 20:09:30,488 :: plutusLogger | DEBUG | [STEP 16] Real-estate price: 160629.9212598425
2021-04-05 20:09:30,489 :: plutusLogger | INFO | [STEP 16] Portfolio value: 2200629.92
2021-04-05 20:09:30,489 :: plutusLogger | INFO | 
2021-04-05 20:09:30,489 :: plutusLogger | INFO | >>>>>> Party Rado is living the step: 17 <<<<<<<
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG | [STEP 17] Cash-flow from employee agreement: 100000.00
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG | [STEP 17] cash from the employee contract "rado_employee_contract": 100000.00
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG | [STEP 17] Account "rado_current_account" value: 285974.61142395734
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG | [STEP 17] cash from PRIMARY current account "rado_current_account": 285974.61
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG | [STEP 17] Account "rado_saving_account" value: 425000.0
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG | [STEP 17] Cash-flow from rental agreement (renter): 10000.00
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG | [STEP 17] cash from the rental agreement "rado_rent_from_inherited_flat": 10000.00
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG | [STEP 17] Share "rado_O2_share" value: 54958.33333333339
2021-04-05 20:09:30,489 :: plutusLogger | INFO | [STEP 17] Not a dividend month for share "rado_O2_share"
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG | [STEP 17] cash from the dividends of share "rado_O2_share": 0.00
2021-04-05 20:09:30,489 :: plutusLogger | INFO | [STEP 17] Total cash: 395974.61
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG | [STEP 17] Expenditures from consumption: 50000.00
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG | [STEP 17] Account "rado_current_account" monthly cost: 0.0
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG | [STEP 17] Expenditures from the current account: 0.00
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG | [STEP 17] Account "rado_saving_account" monthly cost: 0.0
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG | [STEP 17] Expenditures from the current account: 0.00
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG | [STEP 17] Real-estate monthly costs: 5166.666666666667
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG | [STEP 17] Expenditures from the real estate 5166.67
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG |  Derived number of monthly periods: 36.00
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG |  Derived monthly mortgage payment: 4298.90
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG | [STEP 17] Interest payment: 185.57266965147562
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG | [STEP 17] Principal payment: 4113.326291806961
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG | [STEP 17] Outstanding amount: 105135.10019656175
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG | [STEP 17] Expenditures from mortgage: 4298.90
2021-04-05 20:09:30,489 :: plutusLogger | DEBUG | [STEP 17] Real-estate monthly costs: 3166.6666666666665
2021-04-05 20:09:30,490 :: plutusLogger | DEBUG | [STEP 17] Expenditures from the real estate 3166.67
2021-04-05 20:09:30,490 :: plutusLogger | INFO | [STEP 17] Total expenditures: 62632.23
2021-04-05 20:09:30,490 :: plutusLogger | INFO | [STEP 17] Free cash: 333342.38
2021-04-05 20:09:30,490 :: plutusLogger | DEBUG | [STEP 17] All funds withdrawn! from account rado_current_account
2021-04-05 20:09:30,490 :: plutusLogger | DEBUG | [STEP 17] Amount deposited: 333342.37912916555 to account "rado_current_account"
2021-04-05 20:09:30,490 :: plutusLogger | DEBUG | [STEP 17] Discount factor: 0.9791
2021-04-05 20:09:30,490 :: plutusLogger | INFO | [STEP 17] Discounted free cash: 326385.08
2021-04-05 20:09:30,490 :: plutusLogger | DEBUG | [STEP 17] Outstanding of account rado_current_account decreased by: 25000.00 
2021-04-05 20:09:30,490 :: plutusLogger | DEBUG | [STEP 17] New outstanding value of account rado_current_account is: 308342.38 
2021-04-05 20:09:30,490 :: plutusLogger | DEBUG | [STEP 17] Outstanding of account rado_saving_account increased by: 25000.00 
2021-04-05 20:09:30,490 :: plutusLogger | DEBUG | [STEP 17] New outstanding value of account rado_saving_account is: 450000.00 
2021-04-05 20:09:30,490 :: plutusLogger | DEBUG | [STEP 17] Real-estate price: 2054999.9999999988
2021-04-05 20:09:30,490 :: plutusLogger | DEBUG | [STEP 17] Real-estate price: 161811.0236220472
2021-04-05 20:09:30,490 :: plutusLogger | INFO | [STEP 17] Portfolio value: 2216811.02
2021-04-05 20:09:30,490 :: plutusLogger | INFO | 
2021-04-05 20:09:30,490 :: plutusLogger | INFO | >>>>>> Party Rado is living the step: 18 <<<<<<<
2021-04-05 20:09:30,490 :: plutusLogger | DEBUG | [STEP 18] Cash-flow from employee agreement: 100000.00
2021-04-05 20:09:30,490 :: plutusLogger | DEBUG | [STEP 18] cash from the employee contract "rado_employee_contract": 100000.00
2021-04-05 20:09:30,490 :: plutusLogger | DEBUG | [STEP 18] Account "rado_current_account" value: 308342.37912916555
2021-04-05 20:09:30,490 :: plutusLogger | DEBUG | [STEP 18] cash from PRIMARY current account "rado_current_account": 308342.38
2021-04-05 20:09:30,490 :: plutusLogger | DEBUG | [STEP 18] Account "rado_saving_account" value: 450000.0
2021-04-05 20:09:30,490 :: plutusLogger | DEBUG | [STEP 18] Cash-flow from rental agreement (renter): 10000.00
2021-04-05 20:09:30,490 :: plutusLogger | DEBUG | [STEP 18] cash from the rental agreement "rado_rent_from_inherited_flat": 10000.00
2021-04-05 20:09:30,490 :: plutusLogger | DEBUG | [STEP 18] Share "rado_O2_share" value: 55250.00000000005
2021-04-05 20:09:30,490 :: plutusLogger | INFO | [STEP 18] Dividend of 8287.500000000007 paid out by share "rado_O2_share"
2021-04-05 20:09:30,490 :: plutusLogger | DEBUG | [STEP 18] cash from the dividends of share "rado_O2_share": 8287.50
2021-04-05 20:09:30,490 :: plutusLogger | INFO | [STEP 18] Total cash: 426629.88
2021-04-05 20:09:30,490 :: plutusLogger | DEBUG | [STEP 18] Expenditures from consumption: 50000.00
2021-04-05 20:09:30,491 :: plutusLogger | DEBUG | [STEP 18] Account "rado_current_account" monthly cost: 0.0
2021-04-05 20:09:30,491 :: plutusLogger | DEBUG | [STEP 18] Expenditures from the current account: 0.00
2021-04-05 20:09:30,491 :: plutusLogger | DEBUG | [STEP 18] Account "rado_saving_account" monthly cost: 0.0
2021-04-05 20:09:30,491 :: plutusLogger | DEBUG | [STEP 18] Expenditures from the current account: 0.00
